"d_pres_fav","r_pres_fav","vt_pres_2","vt_pres_4","vt_sen","vt_gov","likely","scale","partyid","sample","phoneuse","gender","educ","hisp","cuban","race","age","racer","turnout_score","turnout_class","region","rvweight","likelyyn","lvweight","file_race","file_party","file_county","file_age","state","poll","poll_id","file_vt16","file_vt14","file_vt12"
"[DO NOT READ] Don't know/No opinion","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.988843407,"High","Central",1.09459400177002,1,1.08848803242832,"White","Democratic","Lake",71,"Florida","September","Florida September",1,1,1
"[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion",NA,"Almost certain","Ten (definitely will vote)","[DO NOT READ] Refused","Cell","Cell Phone only","Male","High school","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0.590184986,"Middle","Bay Area",0.483405351638794,1,0.38435196616403,"Other","Other","Polk",20,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.620702725,"Middle","Bay Area",0.704968452453613,1,0.571272145612818,"Hispanic","Democratic","Polk",54,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","[DO NOT READ] Refused","Cell",NA,"Female","Bachelors' degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.669722696,"Middle","Southwest",0.754450857639313,1,0.629861860008513,"White","Democratic","Sarasota",68,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Very likely","Five","Independent (No party)","Landline","Landline only","Female","High school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.939284569,"High","North/Panhandle",1.01857459545135,0,0.478365700450725,"White","Republican","Jackson",63,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline only","Female","High school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.939284569,"High","North/Panhandle",0.819432497024536,1,0.794556398818127,"White","Democratic","Putnam",63,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.935957761,"High","Central",1.24746835231781,1,1.20752301975951,"White","Democratic","Citrus",64,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.575241926,"Middle","Bay Area",0.630662798881531,1,0.496723240983347,"Other","Other","Pinellas",58,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.91909103,"High","Southwest",1.10438859462738,1,1.05971112279186,"White","Republican","Sarasota",56,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.930967367,"High","Southwest",1.10438859462738,1,1.06626916780404,"White","Republican","Sarasota",51,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Independent (No party)","Landline","Landline only","Female","Graduate or Professional degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.64103398,"Middle","Southwest",0.717157244682312,1,0.588439703763424,"White","Democratic","Lee",51,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Cell Phone only","Female","High school","Yes","Puerto Rican","[DO NOT READ] Other/Something else (specify)",NA,"Hispanic/Latino",0.926899315,"High","Central",1.08197140693665,1,1.04242498089692,"Hispanic","Democratic","Orange",52,"Florida","September","Florida September",1,0,0
"[DO NOT READ] Don't know/No opinion","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Nine","Republican","Cell","Cell Phone only","Female","Some college or trade school","Yes","Other (Specify)","[DO NOT READ] Other/Something else (specify)",NA,"Hispanic/Latino",0.55536398,"Middle","Bay Area",0.74239581823349,1,0.577347857291499,"Hispanic","Other","Manatee",48,"Florida","September","Florida September",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Female","Some college or trade school","Yes","Other (Specify)","[DO NOT READ] Other/Something else (specify)",NA,"Hispanic/Latino",0.618711925,"Middle","Southeast",0.789450407028198,1,0.638946394421049,"Hispanic","Other","Broward",46,"Florida","September","Florida September",1,0,0
"Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion",NA,"Almost certain","Ten (definitely will vote)","or as a member of another political party","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.906958201,"High","Southwest",1.02655422687531,1,0.978798000342262,"White","Other","Sarasota",43,"Florida","September","Florida September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Not very likely","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Bachelors' degree","Yes","Other (Specify)","[DO NOT READ] Other/Something else (specify)",NA,"Hispanic/Latino",0.903276875,"High","Southwest",0.718227982521057,1,0.683493354696002,"Other","Democratic","Collier",31,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Very likely","Seven","Independent (No party)","Cell","Cell Phone only","Female","Grade school","Yes","Other (Specify)","Caucasian/White",NA,"Hispanic/Latino",0.558189855,"Middle","Southeast",0.725490212440491,0,0.202480638605783,"Hispanic","Other","Broward",29,"Florida","September","Florida September",1,0,0
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.594133649,"Middle","Central",0.974490880966187,1,0.776734352483171,"White","Other","St Lucie",23,"Florida","September","Florida September",1,0,0
"[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion",NA,"Very likely","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"[DO NOT READ] Other/Something else (specify)",NA,"[DO NOT READ] Other/Something else (specify)",0.294503194,"Low","Bay Area",0.992242693901062,1,0.642230668239045,"Other","Other","Polk",18,"Florida","September","Florida September",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Not very likely","Three","Democrat","Cell","Landline and Cell Phone","Female","Some college or trade school","Yes","Cuban","Caucasian/White",NA,"Hispanic/Latino",0.590184986,"Middle","Southeast",0.856336772441864,0,0.252698553027443,"Hispanic","Republican","Miami-Dade",19,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","High school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.666635806,"Middle","Central",0.883537411689758,1,0.736267543131357,"White","Democratic","Marion",70,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","High school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.666635806,"Middle","Central",1.09826505184174,1,0.915203929938942,"White","Republican","Citrus",70,"Florida","September","Florida September",1,0,0
"[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Male","Bachelors' degree","Yes","Other (Specify)","Caucasian/White",NA,"Hispanic/Latino",0.560053106,"Middle","Southeast",0.657781302928925,1,0.513086882351498,"Hispanic","Democratic","Broward",66,"Florida","September","Florida September",1,0,0
"Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Landline only","Male","Graduate or Professional degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.64408445,"Middle","Bay Area",0.677936136722565,1,0.557292130239321,"White","Democratic","Manatee",62,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0.613052478,"Middle","North/Panhandle",0.752387583255768,1,0.606820327793574,"White","Republican","Walton",37,"Florida","September","Florida September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Male","High school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.613052478,"Middle","Bay Area",0.783302962779999,1,0.631754392568509,"White","Other","Polk",37,"Florida","September","Florida September",1,0,0
"Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Jill Stein, the Green Party candidate","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",NA,"Caucasian/White",0.630248336,"Middle","Southeast",0.910202145576477,1,0.741927766624841,"White","Other","Palm Beach",45,"Florida","September","Florida September",1,0,1
"[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion",NA,"Almost certain","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Refused","Cell","Cell Phone only","Male","Grade school","Yes","Other (Specify)","African American/Black",NA,"Hispanic/Latino",0.559634992,"Middle","Southeast",0.714249491691589,1,0.556984250130208,"Hispanic","Republican","Palm Beach",22,"Florida","September","Florida September",1,0,0
"Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Caucasian/White",NA,"Caucasian/White",0.594133649,"Middle","Southwest",0.683293521404266,1,0.544630597648768,"White","Republican","Sarasota",23,"Florida","September","Florida September",1,0,0
"Unfavorable","Unfavorable","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican",NA,"Very likely","Seven","or as a member of another political party","Cell","Cell Phone only","Male","High school","No",NA,"African American/Black",NA,"African American/Black",0.590184986,"Middle","North/Panhandle",0.608458459377289,0,0.179551523664583,"Black","Other","Duval",19,"Florida","September","Florida September",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Six","Independent (No party)","Cell","Cell Phone only","Male","High school","Yes","Puerto Rican","African American/Black",NA,"Hispanic/Latino",0.590184986,"Middle","Southwest",0.476775228977203,0,0.140692790919529,"Hispanic","Democratic","Lee",19,"Florida","September","Florida September",0,0,0
