state,sex,age,race
Texas,Female,51,White
Virginia,Female,63,White
California,Male,64,White
Florida,Male,38,Other Asian or Pacific Islander
Texas,Female,47,White
Michigan,Female,78,White
Texas,Male,71,White
Maryland,Female,30,White
Texas,Female,7,White
North Carolina,Male,77,Black/Negro
California,Male,14,White
New York,Male,30,"Other race, nec"
Texas,Female,3,Other Asian or Pacific Islander
Indiana,Male,42,"Other race, nec"
Maryland,Female,7,Black/Negro
Pennsylvania,Female,71,White
Washington,Female,0,Other Asian or Pacific Islander
Pennsylvania,Female,45,White
New Jersey,Female,18,White
Ohio,Female,81,White
Connecticut,Male,52,White
California,Male,65,White
South Carolina,Male,32,White
Tennessee,Female,54,White
Ohio,Male,5,White
North Carolina,Female,36,White
North Carolina,Female,35,White
New Mexico,Female,25,White
Indiana,Male,56,White
Virginia,Female,59,White
Minnesota,Male,23,White
Kansas,Female,45,White
California,Female,29,White
Colorado,Female,46,White
Georgia,Male,56,Black/Negro
Ohio,Male,46,White
South Carolina,Male,28,White
Pennsylvania,Female,83,White
California,Male,12,Black/Negro
Florida,Male,88,White
California,Female,69,White
Tennessee,Male,20,Black/Negro
Nebraska,Female,25,White
Alabama,Male,26,White
California,Male,26,White
Arkansas,Male,44,White
California,Female,8,"Other race, nec"
Georgia,Male,24,"Other race, nec"
Texas,Female,76,White
Missouri,Male,54,White
South Dakota,Male,0,White
West Virginia,Female,61,White
California,Female,80,"Other race, nec"
District of Columbia,Female,26,White
California,Male,12,Other Asian or Pacific Islander
Oklahoma,Male,18,White
Pennsylvania,Female,74,White
California,Male,42,Black/Negro
New Mexico,Male,62,White
Ohio,Female,53,White
California,Male,28,"Other race, nec"
Illinois,Male,67,White
New Hampshire,Male,56,White
Colorado,Female,5,White
Indiana,Female,14,White
Pennsylvania,Male,46,White
Arkansas,Male,75,White
Nebraska,Male,55,Black/Negro
Alaska,Male,16,Black/Negro
Florida,Male,54,White
North Carolina,Male,57,Black/Negro
New Jersey,Female,58,White
Arizona,Male,36,White
New York,Female,44,White
Ohio,Female,72,White
New Jersey,Female,73,Black/Negro
Pennsylvania,Female,5,White
Oregon,Female,39,"Other race, nec"
Florida,Female,80,White
Texas,Male,24,White
New Jersey,Male,74,Other Asian or Pacific Islander
Kentucky,Female,4,White
California,Male,39,White
Tennessee,Male,76,White
Virginia,Female,71,White
Texas,Female,19,Black/Negro
Kentucky,Male,37,White
Colorado,Male,10,White
Virginia,Female,70,Black/Negro
Louisiana,Male,40,White
Kentucky,Male,61,White
New York,Male,27,Black/Negro
Michigan,Female,43,Other Asian or Pacific Islander
New York,Female,15,"Other race, nec"
California,Male,53,Black/Negro
Florida,Male,54,White
Florida,Female,15,White
South Carolina,Male,66,Black/Negro
California,Female,52,White
California,Male,34,White
Louisiana,Female,35,Black/Negro
Michigan,Female,46,White
California,Male,54,Black/Negro
Georgia,Female,6,White
Florida,Female,18,Black/Negro
Wyoming,Female,49,White
Washington,Male,30,White
Arizona,Female,26,White
Pennsylvania,Male,68,Black/Negro
Ohio,Female,56,White
Louisiana,Female,53,White
Virginia,Female,52,White
Washington,Male,12,White
New York,Male,52,White
South Carolina,Male,8,White
California,Male,49,Black/Negro
Kentucky,Male,1,White
Texas,Female,71,White
Michigan,Female,20,Two major races
New Jersey,Male,28,White
Minnesota,Female,33,"Other race, nec"
Missouri,Female,21,White
New York,Female,41,White
North Carolina,Female,22,Black/Negro
Texas,Male,44,Black/Negro
Mississippi,Female,59,White
Wisconsin,Male,83,White
South Carolina,Male,33,"Other race, nec"
New York,Male,35,Black/Negro
Ohio,Female,59,White
Georgia,Male,44,White
Utah,Female,27,White
Washington,Male,42,White
California,Male,64,White
New York,Female,2,White
Florida,Male,38,Japanese
Texas,Male,25,White
Washington,Female,93,White
Ohio,Male,79,White
Louisiana,Female,51,White
Florida,Female,35,White
Illinois,Female,44,White
California,Male,12,"Other race, nec"
California,Female,51,White
Ohio,Male,2,Black/Negro
Connecticut,Female,53,Other Asian or Pacific Islander
Texas,Male,21,Black/Negro
Florida,Female,27,"Other race, nec"
Arizona,Male,60,White
Florida,Male,48,White
Connecticut,Female,49,White
California,Female,72,Other Asian or Pacific Islander
Washington,Male,46,White
Minnesota,Male,48,White
Kentucky,Female,8,White
New Jersey,Male,54,White
New York,Male,40,White
Indiana,Female,29,White
Florida,Female,55,White
Virginia,Female,17,White
Texas,Female,9,White
Texas,Female,41,"Other race, nec"
Connecticut,Female,52,White
Arizona,Female,37,"Other race, nec"
New York,Female,28,White
California,Male,13,"Other race, nec"
Texas,Male,18,White
Illinois,Male,22,White
Maine,Male,11,White
California,Female,53,White
Washington,Male,42,White
California,Female,53,White
Illinois,Female,36,Other Asian or Pacific Islander
Tennessee,Male,57,White
California,Male,5,White
New Jersey,Female,83,White
Arizona,Male,2,White
New Hampshire,Female,43,White
Mississippi,Female,75,White
Utah,Male,45,White
Texas,Male,82,White
Pennsylvania,Male,59,White
South Carolina,Female,75,White
Ohio,Female,67,White
Illinois,Female,13,Black/Negro
Arizona,Male,87,White
Ohio,Female,79,White
West Virginia,Male,71,White
California,Male,34,White
Georgia,Female,38,Black/Negro
California,Female,37,Japanese
Arizona,Female,9,White
Ohio,Female,51,White
California,Female,19,White
Alabama,Female,5,White
Illinois,Female,80,Black/Negro
New Hampshire,Female,13,White
New York,Female,64,White
Ohio,Male,25,White
California,Female,9,White
Vermont,Male,53,White
Florida,Female,36,White
West Virginia,Male,15,White
California,Male,3,Two major races
Oregon,Male,5,White
District of Columbia,Male,53,Black/Negro
Georgia,Female,40,White
New York,Female,34,Black/Negro
Florida,Female,71,White
Wisconsin,Female,36,White
California,Male,36,"Other race, nec"
West Virginia,Female,3,White
West Virginia,Female,27,Two major races
California,Female,61,Black/Negro
Maryland,Female,54,Black/Negro
Florida,Male,21,Black/Negro
Maryland,Female,65,White
Wisconsin,Male,32,Other Asian or Pacific Islander
Virginia,Male,49,White
West Virginia,Male,66,White
Texas,Male,76,Chinese
Indiana,Female,43,White
Virginia,Male,62,White
Alabama,Male,56,White
New York,Female,5,Two major races
Alabama,Male,47,White
South Carolina,Male,26,White
Michigan,Male,22,White
Florida,Female,58,White
Louisiana,Female,30,White
Indiana,Male,73,White
Nevada,Male,1,Two major races
Arizona,Male,19,White
New York,Female,50,White
New York,Male,32,White
Michigan,Male,5,White
California,Male,19,White
Alabama,Female,26,White
Kansas,Female,9,"Other race, nec"
California,Male,17,White
Pennsylvania,Male,49,White
Florida,Male,78,White
New York,Male,31,White
South Carolina,Female,44,Black/Negro
Texas,Male,76,White
District of Columbia,Female,6,Black/Negro
Illinois,Male,42,White
Massachusetts,Female,4,White
New Mexico,Male,37,White
Louisiana,Male,45,White
Indiana,Female,56,Black/Negro
Nevada,Male,32,White
California,Male,23,Black/Negro
Minnesota,Female,57,American Indian or Alaska Native
Indiana,Female,14,White
Georgia,Female,53,White
Indiana,Female,50,White
Michigan,Female,16,Two major races
New York,Male,53,White
New York,Male,27,"Other race, nec"
Colorado,Female,49,White
Maryland,Female,62,White
Florida,Female,36,Black/Negro
California,Female,28,White
Washington,Female,10,White
New Jersey,Male,29,Two major races
New York,Male,26,White
California,Male,44,Other Asian or Pacific Islander
Massachusetts,Male,22,Two major races
Florida,Male,19,Other Asian or Pacific Islander
California,Female,5,White
California,Male,4,Black/Negro
Montana,Female,63,American Indian or Alaska Native
New York,Male,11,White
Ohio,Female,50,White
Texas,Female,27,White
Georgia,Male,24,White
Tennessee,Female,24,White
California,Male,38,Two major races
Texas,Female,48,Other Asian or Pacific Islander
Kansas,Male,58,White
Wisconsin,Female,36,White
Ohio,Female,7,White
California,Male,30,White
Missouri,Male,53,White
Texas,Male,29,Other Asian or Pacific Islander
California,Male,76,White
Texas,Female,32,Other Asian or Pacific Islander
Texas,Male,27,Two major races
Illinois,Female,81,White
Illinois,Female,30,White
Georgia,Female,60,White
Missouri,Female,63,White
California,Female,44,Other Asian or Pacific Islander
Pennsylvania,Female,14,White
California,Male,51,Other Asian or Pacific Islander
Wisconsin,Male,9,White
Colorado,Female,60,White
Arizona,Female,21,White
Pennsylvania,Female,11,Black/Negro
Texas,Male,59,White
Massachusetts,Female,39,White
California,Male,26,White
Indiana,Female,84,White
Illinois,Female,93,White
California,Male,26,White
Tennessee,Female,34,White
Nebraska,Female,34,White
Wisconsin,Female,24,White
California,Female,30,White
California,Female,45,"Other race, nec"
Virginia,Female,52,White
California,Male,41,Black/Negro
South Carolina,Female,78,White
New Hampshire,Female,29,White
California,Female,51,White
Connecticut,Male,38,White
Missouri,Female,51,Black/Negro
New Jersey,Female,16,White
New York,Female,27,White
Illinois,Male,4,White
Oregon,Male,15,White
California,Male,58,White
Maryland,Male,69,White
Ohio,Female,57,White
Alabama,Male,37,White
New Jersey,Male,37,Other Asian or Pacific Islander
Delaware,Female,21,White
Missouri,Male,38,Two major races
Arizona,Female,40,White
Kentucky,Female,87,White
Ohio,Male,25,White
California,Female,22,White
Pennsylvania,Male,63,White
California,Male,0,White
New York,Male,22,Black/Negro
New Jersey,Female,94,White
Kansas,Female,52,White
Texas,Female,14,White
Colorado,Male,52,White
Maine,Female,41,Black/Negro
Michigan,Female,48,White
Massachusetts,Female,36,White
Illinois,Female,66,White
Georgia,Male,0,White
Missouri,Female,8,"Other race, nec"
New Jersey,Male,6,White
New York,Male,15,White
Illinois,Female,7,White
New Jersey,Female,69,Black/Negro
Pennsylvania,Male,48,White
Michigan,Female,17,White
Florida,Male,88,White
Georgia,Male,39,White
Oregon,Male,4,White
Arkansas,Female,32,White
Ohio,Female,34,White
Mississippi,Female,43,White
California,Male,11,White
Florida,Female,63,White
Florida,Male,54,White
Oregon,Female,77,White
Minnesota,Female,45,White
Arkansas,Male,0,White
Florida,Male,84,"Other race, nec"
Texas,Female,74,White
New York,Female,26,White
Wisconsin,Female,77,White
Georgia,Male,53,White
Florida,Female,36,Black/Negro
Kansas,Male,18,White
Illinois,Female,4,"Other race, nec"
New Hampshire,Female,56,White
Pennsylvania,Male,59,White
New York,Female,33,White
Maryland,Female,47,Black/Negro
Pennsylvania,Female,35,White
Florida,Male,15,White
South Carolina,Male,20,White
Ohio,Male,53,White
Washington,Male,38,White
Georgia,Male,73,White
North Carolina,Male,16,White
Tennessee,Female,24,White
New York,Male,51,Black/Negro
Pennsylvania,Female,44,White
Texas,Male,45,White
South Carolina,Female,52,White
New York,Female,37,White
Illinois,Male,60,White
Texas,Male,20,White
Michigan,Female,89,White
Texas,Female,58,Black/Negro
Texas,Male,3,White
Kentucky,Male,12,White
Texas,Male,0,White
Louisiana,Male,44,White
California,Female,33,White
Arkansas,Male,84,White
California,Female,70,White
New York,Female,28,"Other race, nec"
Colorado,Female,13,White
South Carolina,Female,53,White
Nevada,Male,23,White
Texas,Male,20,White
California,Female,38,"Other race, nec"
Minnesota,Male,35,White
California,Male,58,White
Maryland,Male,45,Other Asian or Pacific Islander
West Virginia,Male,65,White
Washington,Male,12,White
North Carolina,Male,61,Black/Negro
California,Male,7,White
Arizona,Female,47,American Indian or Alaska Native
Florida,Male,11,White
Connecticut,Male,47,White
California,Female,23,"Other race, nec"
Texas,Female,31,Three or more major races
Alabama,Female,69,Black/Negro
New York,Male,53,White
California,Female,52,White
California,Female,12,Other Asian or Pacific Islander
Minnesota,Female,49,White
Florida,Female,42,White
Minnesota,Female,17,White
Georgia,Female,71,White
New York,Female,88,White
Arkansas,Female,63,White
Michigan,Male,43,Black/Negro
New York,Female,54,White
Florida,Female,50,White
California,Female,53,Black/Negro
Wisconsin,Male,14,White
Texas,Male,39,White
Georgia,Female,53,Black/Negro
Florida,Male,79,White
Oklahoma,Female,49,White
California,Female,45,White
Texas,Female,92,Black/Negro
Montana,Female,45,White
Colorado,Male,22,White
Texas,Male,0,Black/Negro
Florida,Female,4,Black/Negro
Alabama,Female,33,White
Texas,Female,11,White
New Jersey,Female,61,White
Maine,Male,8,White
Florida,Female,76,Black/Negro
Connecticut,Female,64,White
New Jersey,Male,75,White
Ohio,Female,1,Black/Negro
California,Female,23,White
Illinois,Female,63,White
Louisiana,Male,14,Black/Negro
Texas,Male,13,"Other race, nec"
Michigan,Female,26,White
Georgia,Male,34,Black/Negro
Vermont,Female,2,White
Pennsylvania,Male,51,White
Florida,Male,9,Black/Negro
Wisconsin,Female,36,White
Tennessee,Female,32,White
New York,Female,78,White
Iowa,Male,0,White
Pennsylvania,Female,71,White
Colorado,Male,41,White
Tennessee,Male,67,White
Virginia,Female,34,White
Virginia,Female,13,White
Washington,Female,61,White
California,Female,41,Two major races
Wisconsin,Male,6,Two major races
South Carolina,Male,68,White
Hawaii,Female,28,Two major races
Florida,Female,26,White
California,Female,27,White
Texas,Male,51,Other Asian or Pacific Islander
Missouri,Male,57,White
Kentucky,Male,33,White
Maine,Male,18,White
North Carolina,Female,36,White
Virginia,Female,78,White
New York,Female,30,White
New York,Female,31,Black/Negro
Ohio,Female,62,White
California,Female,49,Chinese
Michigan,Female,50,White
Virginia,Male,6,Black/Negro
Kentucky,Female,45,White
New York,Male,34,White
Texas,Female,12,White
New York,Female,56,White
California,Female,42,White
South Carolina,Male,20,White
District of Columbia,Female,21,White
Georgia,Male,21,White
New Jersey,Female,27,White
Colorado,Female,63,White
Kentucky,Female,59,White
Massachusetts,Female,28,White
Michigan,Female,29,White
Colorado,Female,44,White
Connecticut,Male,18,White
North Carolina,Female,26,White
Washington,Female,3,White
Connecticut,Female,26,White
Maryland,Male,67,White
Iowa,Male,0,White
Indiana,Male,25,White
South Carolina,Male,13,Black/Negro
Missouri,Male,39,White
New York,Male,55,White
North Carolina,Female,39,Black/Negro
Massachusetts,Male,34,White
Nevada,Male,34,"Other race, nec"
Indiana,Male,29,White
Pennsylvania,Female,51,White
Missouri,Female,39,White
California,Male,51,Chinese
Michigan,Female,10,White
California,Female,83,White
North Carolina,Female,47,White
California,Female,38,White
Texas,Female,60,Black/Negro
Wyoming,Female,15,Other Asian or Pacific Islander
Mississippi,Female,50,White
Massachusetts,Female,7,Two major races
New York,Male,56,"Other race, nec"
Arizona,Male,79,White
New York,Male,40,Black/Negro
Ohio,Male,8,Black/Negro
Texas,Male,30,White
Massachusetts,Female,53,White
Nebraska,Female,40,White
New Jersey,Male,47,Other Asian or Pacific Islander
Oklahoma,Female,64,"Other race, nec"
Ohio,Male,39,White
Alabama,Female,2,White
Texas,Male,42,White
Pennsylvania,Male,69,White
New Mexico,Male,38,American Indian or Alaska Native
California,Male,16,"Other race, nec"
Indiana,Female,22,Black/Negro
Nevada,Male,30,White
Missouri,Female,41,Black/Negro
Washington,Male,50,White
Georgia,Female,59,Black/Negro
New York,Male,64,White
California,Female,50,White
Indiana,Male,31,White
California,Male,9,Black/Negro
Pennsylvania,Female,52,White
Montana,Male,13,White
Arkansas,Female,55,White
California,Female,20,Other Asian or Pacific Islander
Pennsylvania,Female,56,White
Maryland,Male,38,White
Georgia,Female,43,White
Ohio,Male,46,Black/Negro
Missouri,Male,36,Black/Negro
California,Female,51,White
Nevada,Female,52,Black/Negro
Arizona,Male,55,White
Indiana,Female,33,White
North Carolina,Male,48,Black/Negro
Georgia,Female,32,White
Texas,Female,50,White
California,Male,54,White
California,Female,59,White
Florida,Female,25,Black/Negro
Florida,Female,81,White
Alabama,Female,72,Black/Negro
Texas,Female,21,White
Georgia,Male,37,Black/Negro
Rhode Island,Female,35,White
Pennsylvania,Male,55,White
New York,Female,19,Two major races
Michigan,Female,62,White
Michigan,Female,60,White
Pennsylvania,Female,28,Other Asian or Pacific Islander
North Carolina,Female,21,American Indian or Alaska Native
Ohio,Male,16,White
Kansas,Female,44,White
Florida,Male,51,White
California,Male,70,Other Asian or Pacific Islander
Indiana,Female,67,White
Missouri,Male,19,White
Texas,Female,10,White
Virginia,Male,48,White
Florida,Male,47,"Other race, nec"
Alabama,Male,47,White
Texas,Female,72,White
Missouri,Male,34,White
Georgia,Male,46,White
Texas,Female,47,White
Pennsylvania,Female,49,White
Pennsylvania,Male,51,White
Indiana,Male,30,White
California,Male,23,White
Florida,Female,48,White
Florida,Female,5,Black/Negro
Delaware,Male,64,White
New York,Male,56,White
Minnesota,Female,6,White
Michigan,Male,53,White
South Carolina,Male,41,White
California,Female,87,White
Virginia,Female,62,White
